identifier,protein_families,pfam,pfam_clan,keyword,family,genus,gene_name,protein_name,uniprot_kb_id
P0DJH2,venom metalloproteinase (M12B) family|IC,,,KW-0106 (Calcium);KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-1202 (Platelet aggregation activating toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Trimeresurus,,Zinc metalloproteinase-disintegrin-like alborhagin,VM3AL_TRIAB
P0DJL1,snaclec family|IC,,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-1202 (Platelet aggregation activating toxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Trimeresurus,,Snaclec alboluxin subunit beta,SLB_TRIAB
P0DJP4,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|110.4,CL0629 (PLA2),KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Craspedocephalus,,Acidic phospholipase A2 Tpu-E6c,PA2AC_CRAPU
P0DKR0,venom metalloproteinase (M12B) family|IC,,,KW-0106 (Calcium);KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0959 (Myotoxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Bothrops,,Zinc metalloproteinase-disintegrin-like moojenin,VM3_BOTMO
P0DKR5,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|112.0,CL0629 (PLA2),KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Pseudocerastes,,Basic phospholipase A2 CbII,PA2B2_PSEFE
P0DKT6,phospholipase A2 family|IC,,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Bitis,,Phospholipase A2 bitanarin,PA2B_BITAR
P0DL38,neurotoxin 02 (plectoxin) family,,,KW-0027 (Amidation);KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0449 (Lipoprotein);KW-0528 (Neurotoxin);KW-0564 (Palmitate);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Plectreuridae,Plectreurys,,Delta/omega-plectoxin-Pt1a,TX21A_PLETR
P0DL51,sea anemone sodium channel inhibitory toxin family|IC,PF00706 (Toxin_4)|79.6,CL0075 (Defensin),KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Actiniidae,Anemonia,,Delta-actitoxin-Avd1c 3,NA123_ANEVI
P0DL62,short scorpion toxin superfamily,,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),Buthidae,Buthus,,Potassium channel toxin alpha-KTx 31.1,KA311_BUTOC
P0DL75,rTX family,,,KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Macrothelidae,Macrothele,,RTX-VII,TXR7_MACRV
P0DM45,,,,KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Conidae,Conus,,Conotoxin as25a,CXPA_CONCF
P0DM52,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|33.4,CL0629 (PLA2),KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0959 (Myotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Bothrops,,Basic phospholipase A2 BnpTX-2,PA2B2_BOTPA
P0DMT2,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|112.5,CL0629 (PLA2),KW-1015 (Disulfide bond);KW-0959 (Myotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Echis,,Phospholipase A2 homolog ECS_00014,PA2HS_ECHCS
P0DMU1,peptidase S1 family|SAM,,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-1205 (Fibrinolytic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),Viperidae,Protobothrops,,Beta-fibrinogenase jerdofibrase,VSPJF_PROJR
P0DP16,O2 superfamily|IC,,,KW-0027 (Amidation);KW-0208 (D-amino acid);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Conidae,Conus,,Contryphan-C,COWA_CONCB
P0DPG5,neurotoxin 10 (Hwtx-1) family|IC,,,KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Theraphosidae,Augacephalus,,Mu-theraphotoxin-Ae1a,TX1A_AUGEZ
P0DPL9,conotoxin A superfamily|IC,PF07365 (Toxin_8)|64.3,,KW-0008 (Acetylcholine receptor inhibiting toxin);KW-1015 (Disulfide bond);KW-1213 (G-protein coupled receptor impairing toxin);KW-0379 (Hydroxylation);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Conidae,Conus,,Alpha-conotoxin-like Tx1.2,CA1Z_CONTE
P0DQH8,FARP (FMRFamide related peptide) family|IC,,,KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-1275 (Proton-gated sodium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin),Conidae,Conus,,Conorfamide-As2,CRF2_CONCF
P0DQP6,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|43.7,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0959 (Myotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Cerrophidion,,Basic phospholipase A2,PA21_CERGO
P0DQV4,neurotoxin 10 (Hwtx-1) family|IC,,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Theraphosidae,Pelinobius,,Delta/kappa-theraphotoxin-Pm1a,TX1A_PELMU
P0DRA0,MCD family|IC,,,KW-0027 (Amidation);KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0903 (Direct protein sequencing);KW-0295 (Fungicide);KW-1213 (G-protein coupled receptor impairing toxin);KW-0391 (Immunity);KW-0399 (Innate immunity);KW-0677 (Repeat);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Vespidae,Vespa,,Vespid chemotactic peptide VT1,VCP1_VESTR
P0DTS8,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|113.5,CL0629 (PLA2),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0959 (Myotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Bothrops,,Basic phospholipase A2 homolog 2,PA2H2_BOTBZ
P0DUC2,neurotoxin 10 (Hwtx-1) family|IC,PF07740 (Toxin_12)|31.0,CL0083 (Omega_toxin),KW-0027 (Amidation);KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Theraphosidae,Monocentropus,,Mu/omega-theraphotoxin-Mb1b,TX1B_MONBA
P0DUT6,limacoditoxin-59 family|IC,,,KW-0027 (Amidation);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-0677 (Repeat);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Limacodidae,Doratifera,,U-limacoditoxin(59)-Dv128,U5928_DORVU
P0DV96,neurotoxin 10 (Hwtx-1) family|IC,,,KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Sparassidae,Heteropoda,,Mu-Sparatoxin-Hp2,TX2_HETPN
P10593,ribosome-inactivating protein family|IC,PF00161 (RIP)|166.1,,KW-0963 (Cytoplasm);KW-0378 (Hydrolase);KW-0611 (Plant defense);KW-0652 (Protein synthesis inhibitor);KW-1185 (Reference proteome);KW-0800 (Toxin),Poaceae,Zea,O6,Albumin b-32,ALB3_MAIZE
P13494,neurotoxin 06 (delta-actx) family|IC,PF05353 (Atracotoxin)|90.2,CL0083 (Omega_toxin),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Hexathelidae,Hadronyche,,Delta-hexatoxin-Hv1a,D1A_HADVE
P15471,conotoxin A superfamily|IC,PF07365 (Toxin_8)|66.6,,KW-0002 (3D-structure);KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Conidae,Conus,,Alpha-conotoxin SI,CA1_CONST
P17684,conotoxin B superfamily|IC,PF10550 (Toxin_36)|30.3,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-0301 (Gamma-carboxyglutamic acid);KW-0872 (Ion channel impairing toxin);KW-1028 (Ionotropic glutamate receptor inhibitor);KW-0460 (Magnesium);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0582 (Pharmaceutical);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Conidae,Conus,,Conantokin-T,CKT_CONTU
P18926,long (4 C-C) scorpion toxin superfamily|IC,PF00537 (Toxin_3)|33.6,CL0054 (Knottin_1),KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Buthidae,Centruroides,,Beta-toxin Ct1a,SCX1A_CENTE
P20258,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|121.2,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0800 (Toxin),Elapidae,Pseudechis,,Basic phospholipase A2 pseudexin A chain,PA2BA_PSEPO
P22028,venom metalloproteinase (M12B) family|IC,,,KW-0106 (Calcium);KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-1202 (Platelet aggregation activating toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Bothrops,,Zinc metalloproteinase-disintegrin-like botrocetin,VM3B_BOTJA
P23027,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|103.4,CL0629 (PLA2),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0800 (Toxin),Elapidae,Pseudonaja,,Basic phospholipase A2 homolog textilotoxin B chain,PA2HB_PSETE
P23604,peptidase S1 family|SAM,PF00089 (Trypsin)|148.9,CL0124 (Peptidase_PA),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1205 (Fibrinolytic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),Saturniidae,Lonomia,,Achelase-1,ACH1_LONAC
P23806,snaclec family|IC,PF00059 (Lectin_C)|63.3,CL0056 (C_Lectin),KW-0002 (3D-structure);KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Protobothrops,,Snaclec coagulation factor IX/factor X-binding protein subunit A,SL9A_PROFL
P26324,peptidase S1 family|SAM,PF00089 (Trypsin)|176.0,CL0124 (Peptidase_PA),KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0582 (Pharmaceutical);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),Viperidae,Calloselasma,,Thrombin-like enzyme ancrod,VSPF1_CALRH
P30811,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|112.8,CL0629 (PLA2),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Elapidae,Pseudonaja,,Acidic phospholipase A2 homolog textilotoxin C chain,PA2HC_PSETE
P31351,bradykinin-potentiating peptide family|IC,,,KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Vipera,,Bradykinin-potentiating peptide,BPP_VIPAS
P33185,ribosome-inactivating protein family|IC,PF00161 (RIP)|127.6,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-0325 (Glycoprotein);KW-0378 (Hydrolase);KW-0611 (Plant defense);KW-0652 (Protein synthesis inhibitor);KW-0732 (Signal);KW-0800 (Toxin),Cucurbitaceae,Bryonia,,Ribosome-inactivating protein bryodin I,RIP1_BRYDI
P33588,peptidase S1 family|SAM,,,KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0903 (Direct protein sequencing);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),Viperidae,Agkistrodon,,Protein C activator,VSPCA_AGKBI
P37300,conotoxin O1 superfamily|IC,,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0108 (Calcium channel impairing toxin);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin),Conidae,Conus,,Omega-conotoxin MVIIC,O17C_CONMA
P43685,peptidase S1 family|SAM,PF00089 (Trypsin)|194.8,CL0124 (Peptidase_PA),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),Helodermatidae,Heloderma,,Gilatoxin,GILX_HELHO
P45663,long (4 C-C) scorpion toxin superfamily|IC,PF00537 (Toxin_3)|42.3,CL0054 (Knottin_1),KW-0002 (3D-structure);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Buthidae,Centruroides,,Beta-toxin Cn5,SCX5_CENNO
P49344,ectatomin family|IC,PF06457 (Ectatomin)|82.1,,KW-0002 (3D-structure);KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0407 (Ion channel);KW-0872 (Ion channel impairing toxin);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0964 (Secreted);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin);KW-0813 (Transport);KW-1218 (Voltage-gated calcium channel impairing toxin),Formicidae,Ectatomma,,Omega/M-ectatotoxin-Et1a subunit B,TX1AB_ECTTU
P56640,conotoxin A superfamily|IC,PF07365 (Toxin_8)|67.8,,KW-0002 (3D-structure);KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Conidae,Conus,,Alpha-conotoxin AuIB,CA1B_CONAL
P58427,neurotoxin 10 (Hwtx-1) family|IC,PF07740 (Toxin_12)|32.5,CL0083 (Omega_toxin),KW-0027 (Amidation);KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),Sparassidae,Heteropoda,,Kappa-sparatoxin-Hv1c,TXHP3_HETVE
P58917,conotoxin O1 superfamily|IC,PF02950 (Conotoxin)|57.4,CL0083 (Omega_toxin),KW-0027 (Amidation);KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin),Conidae,Conus,,Omega-conotoxin CVIA,O16A_CONCT
P59067,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|72.4,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0800 (Toxin),Elapidae,Austrelaps,,Phospholipase A2 superbin a,PA2SA_AUSSU
P59847,short scorpion toxin superfamily|IC,PF00451 (Toxin_2)|56.1,CL0054 (Knottin_1),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),Buthidae,Centruroides,,Potassium channel toxin alpha-KTx 2.5,KAX25_CENLM
P59938,short scorpion toxin superfamily|IC,PF00451 (Toxin_2)|44.7,CL0054 (Knottin_1),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),Buthidae,Olivierus,,Potassium channel toxin gamma-KTx 2.2,KGX22_OLIMR
P60210,short scorpion toxin superfamily|IC,PF00451 (Toxin_2)|55.2,CL0054 (Knottin_1),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),Buthidae,Tityus,,Potassium channel toxin alpha-KTx 4.4,KAX44_TITOB
P60275,long (4 C-C) scorpion toxin superfamily|IC,PF00537 (Toxin_3)|65.0,CL0054 (Knottin_1),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Buthidae,Tityus,,Insect toxin TbIT-1,SCXI_TITBA
P60976,neurotoxin 13 (insecticidal toxin ABC) family|IC,PF08091 (Toxin_21)|78.9,CL0083 (Omega_toxin),KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Nemesiidae,Calisoga,,U1-nemetoxin-Csp1a,CALA_CALS5
P61899,NGF-beta family|IC,PF00243 (NGF)|151.0,CL0079 (Cystine-knot),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0339 (Growth factor);KW-0446 (Lipid-binding);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0964 (Secreted);KW-0800 (Toxin),Elapidae,Naja,,Venom nerve growth factor,NGFV_NAJKA
P68411,long (4 C-C) scorpion toxin superfamily|IC,PF00537 (Toxin_3)|55.0,CL0054 (Knottin_1),KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Buthidae,Tityus,,Toxin Tst2,SCX2_TITST
P68520,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|61.3,,KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Crotalus,,Disintegrin crotatroxin,VM2IC_CROAT
P69746,conotoxin A superfamily|IC,,,KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Conidae,Conus,,Alpha-conotoxin OIVA,CA4A_CONOB
P81824,peptidase S1 family|SAM,PF00089 (Trypsin)|202.9,CL0124 (Peptidase_PA),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-1202 (Platelet aggregation activating toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),Viperidae,Bothrops,,Platelet-aggregating proteinase PA-BJ,VSP1_BOTJA
