identifier,ec,keyword,length,protein_families,reviewed,root,domain,kingdom,phylum,class,order,family,genus,species,gene_name,protein_name,uniprot_kb_id
Q7ZZM2,,KW-0002 (3D-structure);KW-1217 (Cell adhesion impairing toxin);KW-1015 (Disulfide bond);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),110,disintegrin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,,Disintegrin jerdostatin,DIS_PROJR
Q7ZZN8,,KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),238,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,,Cysteine-rich venom protein natrin-2,CRVP2_NAJAT
Q7ZZN9,,KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),240,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,,Cysteine-rich venom protein,CRVP_PROJR
Q800C1,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),138,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,,Acidic phospholipase A2 Cvv-E6h,PA2AH_CROVV
Q800C2,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),138,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,,Acidic phospholipase A2 Cvv-E6g,PA2AG_CROVV
Q800C3,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),138,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,,Acidic phospholipase A2 Cvv-E6f,PA2AF_CROVV
Q800C4,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),138,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,,Acidic phospholipase A2 Cvv-E6a,PA2AA_CROVV
Q800F1,,KW-0878 (Amphibian defense peptide);KW-1222 (Bradykinin receptor impairing toxin);KW-0903 (Direct protein sequencing);KW-1213 (G protein-coupled receptor impairing toxin);KW-0379 (Hydroxylation);KW-0964 (Secreted);KW-0732 (Signal);KW-0765 (Sulfation);KW-0800 (Toxin),62,frog skin active peptide (FSAP) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Hylidae,Phyllomedusa,Phyllomedusa sauvagii,,Kininogen-1,BRK1_PHYSA
Q800Y3,,KW-1015 (Disulfide bond);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),86,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,,Neurotoxin-like protein pMD18-NTL3,3SO93_BUNMU
Q801Z4,,KW-1217 (Cell adhesion impairing toxin);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0800 (Toxin),78,venom metalloproteinase (M12B) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops alternatus,,Disintegrin DisBa-01,VM2_BOTAL
Q802B2,,KW-0008 (Acetylcholine receptor inhibiting toxin);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),86,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,WNTX10,Weak neurotoxin 10,3NO2A_NAJSP
Q802B3,,KW-0008 (Acetylcholine receptor inhibiting toxin);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),86,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,,Weak neurotoxin 8,3NO28_NAJSP
Q802F0,3.4.21.- (Serine endopeptidases),KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0732 (Signal);KW-0800 (Toxin);KW-0865 (Zymogen),258,peptidase S1 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius halys,,Snake venom serine protease PTLE1,VSPP1_GLOHA
Q805A2,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0959 (Myotoxin);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),138,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,,Basic phospholipase A2 PLA-N,PA2BN_PROFL
Q805F5,,KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),111,disintegrin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon piscivorus,,Disintegrin piscivostatin-alpha,DIDA_AGKPI
Q805F7,,KW-0002 (3D-structure);KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),111,disintegrin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix,,Disintegrin acostatin-alpha,DIDA_AGKCO
Q82028,,KW-1072 (Activation of host autophagy by virus);KW-0106 (Calcium);KW-0260 (Enterotoxin);KW-0325 (Glycoprotein);KW-1038 (Host endoplasmic reticulum);KW-1043 (Host membrane);KW-0945 (Host-virus interaction);KW-0407 (Ion channel);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0735 (Signal-anchor);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0813 (Transport);KW-1182 (Viral ion channel);KW-0843 (Virulence),175,rotavirus NSP4 family,Swiss-Prot,Rotavirus G2,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus alphagastroenteritidis,,Non-structural glycoprotein 4,NSP4_ROTH5
Q82029,,KW-1072 (Activation of host autophagy by virus);KW-0106 (Calcium);KW-0260 (Enterotoxin);KW-0325 (Glycoprotein);KW-1038 (Host endoplasmic reticulum);KW-1043 (Host membrane);KW-0945 (Host-virus interaction);KW-0407 (Ion channel);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0735 (Signal-anchor);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0813 (Transport);KW-1182 (Viral ion channel);KW-0843 (Virulence),175,rotavirus NSP4 family,Swiss-Prot,Rotavirus G2,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus alphagastroenteritidis,,Non-structural glycoprotein 4,NSP4_ROTHS
Q82030,,KW-1072 (Activation of host autophagy by virus);KW-0106 (Calcium);KW-0260 (Enterotoxin);KW-0325 (Glycoprotein);KW-1038 (Host endoplasmic reticulum);KW-1043 (Host membrane);KW-0945 (Host-virus interaction);KW-0407 (Ion channel);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0735 (Signal-anchor);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0813 (Transport);KW-1182 (Viral ion channel);KW-0843 (Virulence),175,rotavirus NSP4 family,Swiss-Prot,Rotavirus G1,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus alphagastroenteritidis,,Non-structural glycoprotein 4,NSP4_ROTH1
Q82033,,KW-1072 (Activation of host autophagy by virus);KW-0106 (Calcium);KW-0260 (Enterotoxin);KW-0325 (Glycoprotein);KW-1038 (Host endoplasmic reticulum);KW-1043 (Host membrane);KW-0945 (Host-virus interaction);KW-0407 (Ion channel);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0735 (Signal-anchor);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0813 (Transport);KW-1182 (Viral ion channel);KW-0843 (Virulence),175,rotavirus NSP4 family,Swiss-Prot,Rotavirus G1,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus alphagastroenteritidis,,Non-structural glycoprotein 4,NSP4_ROTH4
Q82034,,KW-1072 (Activation of host autophagy by virus);KW-0106 (Calcium);KW-0260 (Enterotoxin);KW-0325 (Glycoprotein);KW-1038 (Host endoplasmic reticulum);KW-1043 (Host membrane);KW-0945 (Host-virus interaction);KW-0407 (Ion channel);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0735 (Signal-anchor);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0813 (Transport);KW-1182 (Viral ion channel);KW-0843 (Virulence),175,rotavirus NSP4 family,Swiss-Prot,Rotavirus G1,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus alphagastroenteritidis,,Non-structural glycoprotein 4,NSP4_ROTHM
Q82035,,KW-0002 (3D-structure);KW-1072 (Activation of host autophagy by virus);KW-0106 (Calcium);KW-0260 (Enterotoxin);KW-0325 (Glycoprotein);KW-1038 (Host endoplasmic reticulum);KW-1043 (Host membrane);KW-0945 (Host-virus interaction);KW-0407 (Ion channel);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0735 (Signal-anchor);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0813 (Transport);KW-1182 (Viral ion channel);KW-0843 (Virulence),175,rotavirus NSP4 family,Swiss-Prot,Rotavirus G4,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus alphagastroenteritidis,,Non-structural glycoprotein 4,NSP4_ROTHT
Q82055,,KW-1072 (Activation of host autophagy by virus);KW-0260 (Enterotoxin);KW-0325 (Glycoprotein);KW-1038 (Host endoplasmic reticulum);KW-1043 (Host membrane);KW-0945 (Host-virus interaction);KW-0407 (Ion channel);KW-0406 (Ion transport);KW-0472 (Membrane);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0735 (Signal-anchor);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0813 (Transport);KW-1182 (Viral ion channel);KW-0843 (Virulence),150,rotavirus NSP4 family,Swiss-Prot,Rotavirus C,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus tritogastroenteritidis,,Non-structural glycoprotein 4,NSP4_ROTHC
Q867F4,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),59,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,,Potassium channel toxin alpha-KTx 15.4,KA154_ANDAU
Q86BW9,,KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),85,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,,Makatoxin-2,MKTX2_OLIMR
Q86BX0,,KW-0002 (3D-structure);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),60,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,,Potassium channel toxin alpha-KTx 15.8,KA158_OLIMR
Q86C49,,KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),83,neurotoxin 12 (Hwtx-2) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,,U1-theraphotoxin-Hs1f,TXH23_CYRSC
Q86C51,,KW-0002 (3D-structure);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0960 (Knottin);KW-0430 (Lectin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),83,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus schmidti,,U5-theraphotoxin-Hs1a 1,TXLA1_CYRSC
Q86DU6,,KW-0027 (Amidation);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),73,conotoxin M superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,,Mu-conotoxin SIIIA,CM3A_CONST
Q86FQ0,,KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0166 (Nematocyst);KW-0964 (Secreted);KW-0732 (Signal);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-0813 (Transport),216,actinoporin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Sagartia,Sagartia rosea,,DELTA-sagatoxin-Srs1a,ACTP1_SAGRO
Q86LR2,,KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-0354 (Hemolysis);KW-0472 (Membrane);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin),244,hydralysin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra viridissima,Hln-1,Hydralysin-1,HLYS1_HYDVD
Q86M31,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),85,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,,Neurotoxin BmKAEP2,AEP2_OLIMR
Q86PT9,,KW-0002 (3D-structure);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),217,,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Reduviidae,Rhodnius,Rhodnius prolixus,,Biogenic amine-binding protein,ABP_RHOPR
Q86QT2,,KW-0027 (Amidation);KW-1221 (Calcium-activated potassium channel impairing toxin);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),46,,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,,Apamin,APAM_APICC
Q86QT3,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),62,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,,Potassium channel toxin gamma-KTx 1.1,KGX11_CENNO
Q86QT8,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),43,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,,Potassium channel toxin gamma-KTx 4.5,KGX45_CENEX
Q86QT9,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),43,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,,Potassium channel toxin gamma-KTx 4.4,KGX44_CENEX
Q86QU0,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),43,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,,Potassium channel toxin gamma-KTx 4.3,KGX43_CENEX
Q86QU1,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),42,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,,Potassium channel toxin gamma-KTx 1.6,KGX16_CENEX
Q86QU2,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),47,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,,Potassium channel toxin gamma-KTx 5.1,KGX51_CENSC
Q86QU3,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),43,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,,Potassium channel toxin gamma-KTx 4.10,KGX4A_CENSC
Q86QU4,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),43,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,,Potassium channel toxin gamma-KTx 4.9,KGX49_CENSC
Q86QU5,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),43,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,,Potassium channel toxin gamma-KTx 3.3,KGX33_CENSC
Q86QU6,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),42,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,,Potassium channel toxin gamma-KTx 1.4,KGX14_CENSC
Q86QU7,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),43,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,,Potassium channel toxin gamma-KTx 4.7,KGX47_CENLI
Q86QU8,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),43,ergtoxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,,Potassium channel toxin gamma-KTx 4.6,KGX46_CENLI
